Time,ParameterName,ParameterValue
2023-01-13T12:00:00Z,WS_PT1H_MAX,3.8
2023-01-13T12:00:00Z,WS_PT1H_MIN,2.5
2023-01-13T12:00:00Z,WD_PT1H_AVG,186
2023-01-13T12:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T12:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T12:00:00Z,PA_PT1H_AVG,998.9
2023-01-13T12:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T13:00:00Z,TA_PT1H_AVG,1
2023-01-13T13:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA3frygwPmnLGpVesX6Kyrer0YTV8bo6lR30GBs2I5gTGE
rrwcKgvEPvq5geOfJhlnNnwbxeTXbmhDoSNazEOEz7+haACJd8WmRoqIlCFLCQl9
ZWj9bGjS0P8sG/ScrRIk9lE65tjkngCoIEX1yzIxyzDfMmQmtFGwOAItOKUAWUT3
Uowxx3RPraHfrYK56x5RzZY7UCjnMnY"
2023-01-13T13:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9EKddoUyYZJsFyA58caFTKfVyJt+97ruLrpVwtSOaoq9d
IJqtlvk5IunnnADXxLCQFVKluOjKsAajpDnb63Ghp9isADmZqtTUd18OXBhF+B9V
8Iu20R6CFNOdARUjZhW7xWDGVs115xozU+Oiq6L+a7leF55acLs9qi9W/26FL4iu
iz/QdtpupGU3ppNBNmymodbbTKk0W2P"
2023-01-13T13:00:00Z,RH_PT1H_AVG,95
2023-01-13T13:00:00Z,WS_PT1H_AVG,3.3
2023-01-13T13:00:00Z,WS_PT1H_MAX,3.7
2023-01-13T13:00:00Z,WS_PT1H_MIN,3
2023-01-13T13:00:00Z,WD_PT1H_AVG,185
2023-01-13T13:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T13:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T13:00:00Z,PA_PT1H_AVG,999.6
2023-01-13T13:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T14:00:00Z,TA_PT1H_AVG,0.9
2023-01-13T14:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAyqdJ50/OxenSMhiWbenBLtyz7wQ8TR4niSzmtESanRfT
2qVxAu+X71SpICuRh4YaxwOfC99MXOkQE2NBFEdjc0iArRzqvD83QI6ugKk1bdnq
KDOWnsGHHdPVpdNQlrRov7bHbwJa5xclW0Pb0HY4gx07trjN8+Wm+NUVmDvPNn7V
ewShBX+DMo1WPXKA9VLhBHh8JqkESfx"
2023-01-13T14:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//cdufdmGD6NVbTrc6xP7o/+3eWEu2RiKLOBtn3m5Jpw6U
qVN8DZDCBpwIv7uNg7mL8E172PN/3DYBzX7ZazbqEGOH3K8aSDT/nO+CPyFjFKJ6
Ufl0aR3KVWUBmjNpg1gHWJxIP2EIK6iziIofBFt+CBUKabhr6lQC/qhtHrDTsqAw
xxjwmNmHUL8Qq9KA2VTJRMeFGNlnpmF"
2023-01-13T14:00:00Z,RH_PT1H_AVG,95
2023-01-13T14:00:00Z,WS_PT1H_AVG,2.7
2023-01-13T14:00:00Z,WS_PT1H_MAX,3.2
2023-01-13T14:00:00Z,WS_PT1H_MIN,2.5
2023-01-13T14:00:00Z,WD_PT1H_AVG,173
2023-01-13T14:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T14:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T14:00:00Z,PA_PT1H_AVG,999.6
2023-01-13T14:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T15:00:00Z,TA_PT1H_AVG,0.8
2023-01-13T15:00:00Z,TA_PT1H_MAX,1
2023-01-13T15:00:00Z,TA_PT1H_MIN,0.5
2023-01-13T15:00:00Z,RH_PT1H_AVG,96
2023-01-13T15:00:00Z,WS_PT1H_AVG,2.9
2023-01-13T15:00:00Z,WS_PT1H_MAX,3.1
2023-01-13T15:00:00Z,WS_PT1H_MIN,2.6
2023-01-13T15:00:00Z,WD_PT1H_AVG,167
2023-01-13T15:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T15:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T15:00:00Z,PA_PT1H_AVG,1000
2023-01-13T15:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T16:00:00Z,TA_PT1H_AVG,0.6
2023-01-13T16:00:00Z,TA_PT1H_MAX,0.7
2023-01-13T16:00:00Z,TA_PT1H_MIN,0.5
2023-01-13T16:00:00Z,RH_PT1H_AVG,96
2023-01-13T16:00:00Z,WS_PT1H_AVG,3.5
2023-01-13T16:00:00Z,WS_PT1H_MAX,4.1
2023-01-13T16:00:00Z,WS_PT1H_MIN,2.9
2023-01-13T16:00:00Z,WD_PT1H_AVG,163
2023-01-13T16:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T16:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T16:00:00Z,PA_PT1H_AVG,999.9
2023-01-13T16:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T17:00:00Z,TA_PT1H_AVG,0.6
2023-01-13T17:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA2u3GtSS/H5NZFNwOwgtKmvBX+Ak4TL+Q9rq7P+yijJpg
bL+PRs6U9mHrS54mU8ZpzQR3F80I5Mbp5OvUaLrC+4GvZPBpsZGw1AfXaHxCtWOf
P7UG3q3kmo2hBTgVmWw8/W1OfMRN4MTjlL0TmuybRxleruqsyQgLctsBePrlSfrN
jee7miGR+1sW6iGZk7yyA7PFz6yFzvY"
2023-01-13T17:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//Vyf5cVA9OaGdHT2qtHxfUjsW+xbAO9JHnnBItH23rh/Z
RIw3ncfWefP81aTDI6XjAKs6oj+WgmWthvyXuNemL4kMEhxa7ZmZnbmxRl6VMSOD
yKmuP7hzlyzSrAsKJzBdVGOw8LLQy26LBuYYp94thjfje3zKvlGsyckhfEycOsUP
dojfFI0oNFQIOIoJvuxL4SxctwlKzG5"
2023-01-13T17:00:00Z,RH_PT1H_AVG,95
2023-01-13T17:00:00Z,WS_PT1H_AVG,3.8
2023-01-13T17:00:00Z,WS_PT1H_MAX,4.2
2023-01-13T17:00:00Z,WS_PT1H_MIN,3.4
2023-01-13T17:00:00Z,WD_PT1H_AVG,158
2023-01-13T17:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T17:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T17:00:00Z,PA_PT1H_AVG,999.7
2023-01-13T17:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T18:00:00Z,TA_PT1H_AVG,0.6
2023-01-13T18:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//aLQMNK+4TogRrkIoignf5J8o7vJzR1iadRlkzlM3LINU
yTobt/Lyur/v76RSnwixMbERbb+D4ZCNAtdSx1Fbhbd4yh8BlvUZs+Wn3vTZEfpJ
PwHb0BCXKatS+l3ptFQq8AnEZ9A2meUECPK6ddImbpico9iYoVYy1SrhKDljxNcl
LQwYbpdh5i2ZYbsVl0KyZ5GpJYgdNN0"
2023-01-13T18:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//WASyk6EehLLS1YF8fC/kOeQvxMWKs2pQpg7JMMrjXN+0
J4DKiK6dS/yfC4ad56MPnumOame48Gxxo+2YOfgv39Fc/Hfq7BJ83HHgY70YY5P4
Pza+/fVKWS3lf2YGOCMcsKFe5AIJ3oYys7He0RePviY3l8J6mnYykz0XHqJkjkj2
K9M4pE1Zx1VV+Hswd2a48kTZw/S5t2o"
2023-01-13T18:00:00Z,RH_PT1H_AVG,96
2023-01-13T18:00:00Z,WS_PT1H_AVG,4.2
2023-01-13T18:00:00Z,WS_PT1H_MAX,5
2023-01-13T18:00:00Z,WS_PT1H_MIN,3.4
2023-01-13T18:00:00Z,WD_PT1H_AVG,139
2023-01-13T18:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T18:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T18:00:00Z,PA_PT1H_AVG,999
2023-01-13T18:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T19:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+JpUyjgLOeDoJvWIBADA5kg9rZNnhoMvDKbnbkBnLkgGh
UOsJvhDEIjzUVf3AmT39vqVp/eUhBnm0eImVNji6KrlXQ3RDfWWlfScDgIiXCDSy
Udzp5inhzr3Oz+biBAn6nCdH43SB+z8auV7+q7DR/TByc/pmUSAGXYmoVEZTFwAl
pcjQUyHuZ9EsVNL/tAKiqpA32wwUXyB"
2023-01-13T19:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//eUu/9qvPiKzgztL0bqGjsBp3/fUQNLla1D1/O7y1/nzw
fIKK8RmWAfRqwpHqfpNuAHXK9OdRtg58G4regmRef6EP+6xo2gdhg4DSRN2cHqlk
C9Qd0XihV5jMV//vGZbdinfhP5JTimwYGsGY50kgxwfOZl9ZKD7NCJ9Yeycp4Mty
Ygwmlh193PH0fhDOvtS6hTri0XXXBZ7"
2023-01-13T19:00:00Z,TA_PT1H_MIN,0.1
2023-01-13T19:00:00Z,RH_PT1H_AVG,98
2023-01-13T19:00:00Z,WS_PT1H_AVG,4.8
2023-01-13T19:00:00Z,WS_PT1H_MAX,5.3
2023-01-13T19:00:00Z,WS_PT1H_MIN,4.4
2023-01-13T19:00:00Z,WD_PT1H_AVG,135
2023-01-13T19:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T19:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T19:00:00Z,PA_PT1H_AVG,998.2
2023-01-13T19:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T20:00:00Z,TA_PT1H_AVG,0.2
2023-01-13T20:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//cvEy55+XzqAb3DVuy271ZF0EQxIMqSGXpxYOgzCQTj3n
D5+edO8OLkLpdty1CqJXd3/JVSqrd64WbrygUbz7v3xGrLrHvq/cCOM68g8MFa6D
3s+zKR3EQj0ZkPYx6OzcAIucvaPYLzVdLeIXS6w/mFiUzMR5UxDLNzC/j2xPgwM6
yuEHCcYm5mMJ3oiFijSddgGg/VIwlN6"
2023-01-13T20:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAl9Ueh4pUlLkYpbWW0F00GXv9VNpqhGXhJZ61IU6r3s/7
GAhXW6RcHEzhrIrMkIfKZJJZFpGSGJCEmbzon85oiGwKsmA5hzO8/9eeQzMs6LQ2
lP4BcyRxTDohjoV8M9unFcvNWWK7xFc6eplUGENNpU28AjRVLIv5nTpWHZw53Jtd
hY2NEq89uq3pdzrznvjkgZrmZyhF7ka"
2023-01-13T20:00:00Z,RH_PT1H_AVG,100
2023-01-13T20:00:00Z,WS_PT1H_AVG,4.9
2023-01-13T20:00:00Z,WS_PT1H_MAX,5.3
2023-01-13T20:00:00Z,WS_PT1H_MIN,4.3
2023-01-13T20:00:00Z,WD_PT1H_AVG,136
2023-01-13T20:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T20:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T20:00:00Z,PA_PT1H_AVG,997.6
2023-01-13T20:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T21:00:00Z,TA_PT1H_AVG,0.5
2023-01-13T21:00:00Z,TA_PT1H_MAX,0.7
2023-01-13T21:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+NWV/UUr8Y8KW2D9X1t1rCadGnIz/2ye5PeOaTWtnLnPU
9qPtaJRMz9hq5IiaBMmKQa05ahapHBPJLNnjpXZR3+SLvaLUM3zdtlB6LYAUo5u1
PU2vrsWK5MNtl598a2BpsQ474cJDTqYtdr4Ue3zPXkgge6aFAw/q9cDHQLtZsx42
YCkwGvn+fs0c+Jd4rcXcJaXOYYSmm2O"
2023-01-13T21:00:00Z,RH_PT1H_AVG,98
2023-01-13T21:00:00Z,WS_PT1H_AVG,4.3
2023-01-13T21:00:00Z,WS_PT1H_MAX,5.1
2023-01-13T21:00:00Z,WS_PT1H_MIN,3.6
2023-01-13T21:00:00Z,WD_PT1H_AVG,159
2023-01-13T21:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T21:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T21:00:00Z,PA_PT1H_AVG,997.5
2023-01-13T21:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T22:00:00Z,TA_PT1H_AVG,0.9
2023-01-13T22:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAq+OfrBYJnBI2YsIIDiI/sC4CImI2m12ZhYiOP1UrsIvE
N7gaffh5KQPQX++TZLohjawWOaMz6I5OU8U1qZrsk2+8NI08x0/h6CEktamnK+un
MYhpqSZUUqh9sAdS1RPlYHCDwo044rUJawq0D78HM8JvyUxE9kBbf3uirqmT6ltR
SLICvIvp7EIeyVRnKH4wULqtYC+Gl94"
2023-01-13T22:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAhFJuBjP+xqx54w05EgE6WCaMh6V98UvXHQSYwiStW1WN
JMwxJ0MnvNbRtLm1NsOL8J7/XC3LBjo0etXXy46s+DhoV2PaW8WmJkOcTgRp1QJ8
wq35I5rl9nnspgKbhsEVba46TeyZR1ujihXz2XmHoybERVupyvsbV2cVUbOEp9V+
8amP+SOpAvQ2QqdhA1/Qa8i8g7Y0lQJ"
2023-01-13T22:00:00Z,RH_PT1H_AVG,98
2023-01-13T22:00:00Z,WS_PT1H_AVG,3.9
2023-01-13T22:00:00Z,WS_PT1H_MAX,4.3
2023-01-13T22:00:00Z,WS_PT1H_MIN,3.6
2023-01-13T22:00:00Z,WD_PT1H_AVG,168
2023-01-13T22:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T22:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T22:00:00Z,PA_PT1H_AVG,997.9
2023-01-13T22:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-13T23:00:00Z,TA_PT1H_AVG,1.4
2023-01-13T23:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/7BQZRozIk4hDYV6AZi3i60SQaTeTmWw1gXHKzBFZe0fAn
G5aoAW+KhDeU50j1fqjrSwFccun1BCN1YCrpUaCzu6a2t+/aTvioGA9ldio4Sfcc
FFNRfLWV4pO+YKW+PGN+vX+OGGHbcT9aATBaOWhWmZ8NB9WEtlkQbBPy3c2fOCSi
GjLc3GS9CG4wrMos8m/cmBmTyh7tvHY"
2023-01-13T23:00:00Z,TA_PT1H_MIN,1.1
2023-01-13T23:00:00Z,RH_PT1H_AVG,98
2023-01-13T23:00:00Z,WS_PT1H_AVG,3.8
2023-01-13T23:00:00Z,WS_PT1H_MAX,4.2
2023-01-13T23:00:00Z,WS_PT1H_MIN,3.6
2023-01-13T23:00:00Z,WD_PT1H_AVG,166
2023-01-13T23:00:00Z,PRA_PT1H_ACC,NaN
2023-01-13T23:00:00Z,PRI_PT1H_MAX,NaN
2023-01-13T23:00:00Z,PA_PT1H_AVG,997.9
2023-01-13T23:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T00:00:00Z,TA_PT1H_AVG,2
2023-01-14T00:00:00Z,TA_PT1H_MAX,2.3
2023-01-14T00:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA0A4GbEx3I9oceJPSaD2Ig+RoRdLKEdUI7Cj2NKXTHcnq
d0nzSAw1YP8LiGos7cAIspY7FLUI/AnMckYThg3AOOCI20S07x+JvUlgtYMww1Do
zZHwTQZhpFutzvxuxq09GCfVAUgYBy7z58fI215+gLFwESMyaP0E/icdHfsvF+Av
z4Qyt+MQw4HKaO9nKXB3lFFxo7g9TJ0"
2023-01-14T00:00:00Z,RH_PT1H_AVG,97
2023-01-14T00:00:00Z,WS_PT1H_AVG,3.9
2023-01-14T00:00:00Z,WS_PT1H_MAX,4.3
2023-01-14T00:00:00Z,WS_PT1H_MIN,3.4
2023-01-14T00:00:00Z,WD_PT1H_AVG,162
2023-01-14T00:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T00:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T00:00:00Z,PA_PT1H_AVG,998
2023-01-14T00:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T01:00:00Z,TA_PT1H_AVG,2.6
2023-01-14T01:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAtozZ0GkLKy+FwphmGuy1RsBabJ4UU/4J2+RN1ImbyKsa
C0+vMkrL8qOJVttq25haUuOgr2K+lkYBY2OkmjSyZ4fmFrEtaCs628DzYCo58UgC
2MAM0FOociTNoaNucstliSOien4oYn2GafPFya8yt7pLjuuD/V3on5wltaR2DegI
/4poNkak4cjKmcliRvb1jlfQgBLXLkl"
2023-01-14T01:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAwW/+hPUD/BCWM/o6gyuv9JCijKD86QiTi4+zBV08YfK5
eZpjZ7KY22A09dU0MusvVoBCkJVYdSM5MpgT2XFvlEBZfZdVnseWyXoWtQOO9wwx
O4olLlOvIm5EW1HJaiyM89VJZRompgROgRQ0yp1Falko+0QqQEe0cL0CzO1OaXEG
SOn2FbzpxXwPev5NIDe80WhVZyeGFmy"
2023-01-14T01:00:00Z,RH_PT1H_AVG,96
2023-01-14T01:00:00Z,WS_PT1H_AVG,4.7
2023-01-14T01:00:00Z,WS_PT1H_MAX,5.2
2023-01-14T01:00:00Z,WS_PT1H_MIN,3.8
2023-01-14T01:00:00Z,WD_PT1H_AVG,174
2023-01-14T01:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T01:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T01:00:00Z,PA_PT1H_AVG,998
2023-01-14T01:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T02:00:00Z,TA_PT1H_AVG,2.6
2023-01-14T02:00:00Z,TA_PT1H_MAX,2.7
2023-01-14T02:00:00Z,TA_PT1H_MIN,2.5
2023-01-14T02:00:00Z,RH_PT1H_AVG,95
2023-01-14T02:00:00Z,WS_PT1H_AVG,5.9
2023-01-14T02:00:00Z,WS_PT1H_MAX,6.7
2023-01-14T02:00:00Z,WS_PT1H_MIN,5.3
2023-01-14T02:00:00Z,WD_PT1H_AVG,171
2023-01-14T02:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T02:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T02:00:00Z,PA_PT1H_AVG,997.9
2023-01-14T02:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T03:00:00Z,TA_PT1H_AVG,2.7
2023-01-14T03:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAlITD18ebPF2XjlNok5gKA7BW8JwEOfSCrtAjP/j7jtYs
7+I0Nu4MQQFG4i0k4AATAitGPCOQf/ExhUdWq9BydSRh/eKDGWcoBkirpbVRLCRr
g7QgQBrMLMfLZhYowujVsBfzo7rzIUZ8K+ve277R9FfXgrp1U4k0gJEL4RdUQdhZ
br7fRAUFJrKrJCyUYGh0GqpkX3Z0PGe"
2023-01-14T03:00:00Z,TA_PT1H_MIN,2.5
2023-01-14T03:00:00Z,RH_PT1H_AVG,94
2023-01-14T03:00:00Z,WS_PT1H_AVG,5.9
2023-01-14T03:00:00Z,WS_PT1H_MAX,6.4
2023-01-14T03:00:00Z,WS_PT1H_MIN,5.5
2023-01-14T03:00:00Z,WD_PT1H_AVG,174
2023-01-14T03:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T03:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T03:00:00Z,PA_PT1H_AVG,998.2
2023-01-14T03:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T04:00:00Z,TA_PT1H_AVG,2.5
2023-01-14T04:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA25KNUQ51Y2Eew75cWzXNK0/TANDVAmCpwuzRqfhF1OD0
idFStBclk3VY+iUnAb0scRz/aBFWaqzmjxyGajihPjYqUHJzCy4DI2OflYHve5w6
LNfvmNAOavM4ZZCuAxr/xlp4LT90LHN10hu57sHWb3huW+B6SRyzrfzFgR0yQfUh
L+w8DjxOdbqjTQrEBSbuqehX+LM/h3m"
2023-01-14T04:00:00Z,TA_PT1H_MIN,2.5
2023-01-14T04:00:00Z,RH_PT1H_AVG,94
2023-01-14T04:00:00Z,WS_PT1H_AVG,4.9
2023-01-14T04:00:00Z,WS_PT1H_MAX,5.6
2023-01-14T04:00:00Z,WS_PT1H_MIN,4.4
2023-01-14T04:00:00Z,WD_PT1H_AVG,172
2023-01-14T04:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T04:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T04:00:00Z,PA_PT1H_AVG,998.3
2023-01-14T04:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T05:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAxCYOv/3AhqH3oIfFSax11MRP8m8r7NDM/OVaG4RSATvm
8O3hrebnfXHuJyE+l97Ykau0uUqeAi5i3DBJJhhycQOOZtM3ow98wm34pYylg1CT
zCzygRdL3LGQRAlmfdlhAcIsnDhMV3mP7BSFHfh5yotcf6Ofk6nZ9+hYHF0G/kxQ
6tlZ9wLfJkSBZnyrlIBKiT16QUhSOj8"
2023-01-14T05:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+IZ1Lmi59hKxNzIT15kr99/Ijy0hYZWziHfWSma8IUH7J
UPsLWq2r8vIH3ljAenn2qkM4h0Zn83HMG7bem28hr09KC7m18HBortxvsVCAzr5v
+aOVM2JoiiZ4ZuuIPHaNrQrgdfWqPF0X0mn52YCAlKY6VQgmmXDNgslmnCH9pwg9
G85qdWgZBVbNIJZX6FiiBhOyabLAHJm"
2023-01-14T05:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAverYOTevCMiGBI2fYARfIKw8rJd/TIk1vjWhxQgs2EAQ
N5ZWsla6Vj0hBwiugcC+gK5zBpMcOhq3uvp+8+Bmvltcs1ht93Ijilj1SNaBikCi
9XWdGaTvn7p9RFnjBRgyWahLnLKvzCNHPBy578XEnsCDpvJJSMzrVpyzqgS0e7FP
AB4kYRnAQ9NDE+PrTafA5a5sWm0aoh4"
2023-01-14T05:00:00Z,RH_PT1H_AVG,95
2023-01-14T05:00:00Z,WS_PT1H_AVG,4.8
2023-01-14T05:00:00Z,WS_PT1H_MAX,5
2023-01-14T05:00:00Z,WS_PT1H_MIN,4.5
2023-01-14T05:00:00Z,WD_PT1H_AVG,173
2023-01-14T05:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T05:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T05:00:00Z,PA_PT1H_AVG,998.4
2023-01-14T05:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T06:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//a8ASjw8sdJtsnPUYOsrKD6Y8pMQ/LBVLG9YmzXuWxZky
DtayjQBMuBmITkxsZa5+YewfNbXEuo/kgNaKFnRFus+KvZgfyhU113IRqafOW61i
k6TQS30l/db2uGDisEV2CxkGFu1+lJvyOxzZX4GnBnk+hHRw1D9OVzLcMqdMqHPD
H3ycxrW2f7kS7ptk5t8cAd8fVpqoj+H"
2023-01-14T06:00:00Z,TA_PT1H_MAX,2.5
2023-01-14T06:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAsaeBTrNb9Cu2LxYCDWKUFYekyMlJ5w/wElzoeM29sg+Y
S/yM05vkdVyhGjKzOjyvtdeHd8cP7U6SmmXgoDuVIZkzRYfvmx64S4pdztXOkb6N
4HfBGS9OXuf+dPfUj/RZkwrFW3pU0JqBmntlR++zIcypW1OLR1r9cCGeX/NX1AWC
EXrN0mUre3ZSNI2zb0UyDnd0uQNWfkt"
2023-01-14T06:00:00Z,RH_PT1H_AVG,97
2023-01-14T06:00:00Z,WS_PT1H_AVG,4.6
2023-01-14T06:00:00Z,WS_PT1H_MAX,5.2
2023-01-14T06:00:00Z,WS_PT1H_MIN,3.8
2023-01-14T06:00:00Z,WD_PT1H_AVG,175
2023-01-14T06:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T06:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T06:00:00Z,PA_PT1H_AVG,998.6
2023-01-14T06:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-14T07:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//TjXSfw/Jk6qQH0j0SoQl4Y4siy/K+O8nYSWlVRWa9bQR
bMWLZSEKRZ63yo/ivwtDt9rJi+kzQ/Bs5Xd7/ciMEA4Vd0g73Ixk7UJhoe7ZKCrX
GfFnCczaW/5P4c75bCNT7bYY726NKhcxFEbX6ea5UhZDJZB2CjrbsFiWZSm/PWPr
gRsDQOIfQFlNkkSAvj0MhjzYnZVxuIv"
2023-01-14T07:00:00Z,TA_PT1H_MAX,2.7
2023-01-14T07:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+Jcp00Jh7xhgPYcgkBO+dfFw+yQRovdmkuIEH3d4z5zkt
cMm+9B8nCn+WpiRtRoo7R+J+Q/oZphd803KihltATBkwnu6H9UGCVSDYrdobpbrP
WZvyAVIxqPCxpZhpP0DD5fjcFSg+9d24nMuqf/YMwscZAvs+6ZocJyy5dhT7oCBW
h4//XiGqNdvpqWxiBlrVcGd48aEAgeJ"
2023-01-14T07:00:00Z,RH_PT1H_AVG,97
2023-01-14T07:00:00Z,WS_PT1H_AVG,4.7
2023-01-14T07:00:00Z,WS_PT1H_MAX,5.2
2023-01-14T07:00:00Z,WS_PT1H_MIN,3.9
2023-01-14T07:00:00Z,WD_PT1H_AVG,173
2023-01-14T07:00:00Z,PRA_PT1H_ACC,NaN
2023-01-14T07:00:00Z,PRI_PT1H_MAX,NaN
2023-01-14T07:00:00Z,PA_PT1H_AVG,998.8
2023-01-14T07:00:00Z,WAWA_PT1H_RANK,NaN
