Time,ParameterName,ParameterValue
2023-01-01T23:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//WyAknYuTKSkTNIWgd8cYXq4DGG5F6Hto2gmqS3NCrnZk
tStlC0zpTfmMm6YCjgNCD9L2AuUZ/5pW9p7jIlJd2yKlCQ30hKYkN6dh1FOHs71C
v7cxkdbz53SQCll+7lMLKK6IpEifNlgH6M235zSzJIsJP1/F81BpP4XcTothY68l
ni1LwEUbI98z8Vek6WlmKB8r0eBs0q3"
2023-01-01T23:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//YL29jNgIVUI4QzCPTDp0sCrgS5nXr4wEiI8J1hnKd4ln
IPifGz62DQ4ds8vJ6NlYrs5nia0S974wUcKLXNH4j0yUCNlX8V9OHIaRS9dZWSTu
vvOHm+xrDSCQktJKvD44ywWKyhC9yMF5xtCsKkpWrN6huctb9+ZxIJ8qM6+NIAzK
pPRdluu0tw3F527jik1+WGxdSqXyaAp"
2023-01-01T23:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//YquIPPkDkHVLJxapg/eAMGLM2aT9bgVWkrauuwxVWwhT
bh9anVaS9KcEf3qF/jiZAr7Jb3U3k9XqmUI7Mdzgt1Q7WU06iy7XDrCTkl+m+SKB
th8Fkc4cNQikt2OM6gwJSi/b7bLb6e+t9etO1IFAM8laQYDDiVmze2CuHvwgFbwY
+hvBF6rNW+HPzV2b7T6MEUUf1Q47sbs"
2023-01-01T23:00:00Z,RH_PT1H_AVG,84
2023-01-01T23:00:00Z,WS_PT1H_AVG,5.8
2023-01-01T23:00:00Z,WS_PT1H_MAX,6.2
2023-01-01T23:00:00Z,WS_PT1H_MIN,4.9
2023-01-01T23:00:00Z,WD_PT1H_AVG,282
2023-01-01T23:00:00Z,PRA_PT1H_ACC,NaN
2023-01-01T23:00:00Z,PRI_PT1H_MAX,NaN
2023-01-01T23:00:00Z,PA_PT1H_AVG,1005.1
2023-01-01T23:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T00:00:00Z,TA_PT1H_AVG,-3.5
2023-01-02T00:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9HjlvBDxs+porWAT7P9SKhBHdnQ5JSw2thquPAnkPR1pO
mPc3MVqTByLlQdEj/Svk79heZjtGwv5CTchSrmtfAlXEgmU52nP+RUrG74beD90t
K79IHdNbgjT7CmzxnnNO0TMbGIVT/AZ/VQLLTWixHigEphoeEzrZNkCB5E0jD+Kw
H6O3bSEc2v8o3SS+clzeaQNarLMthpC"
2023-01-02T00:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/7BKpa+t9YUDtVrRb/bp5/lDPmcGiUmw5HNHsSATW77UUS
i6GbfhqDGV7viR/oF3/8xzjEzqMYIDYeQMf9S6F37SPGfkHAlRkROyBrXBZBx9AG
RkheRsVVGUDVgYjVz47B2U74es1CRD+2wBIk/5QFmKy6wpW0xJUXa2+w+MKz9Rhr
5aNCZT+Kjz0vSRt4Jk4jdPrOfoYPZEK"
2023-01-02T00:00:00Z,RH_PT1H_AVG,86
2023-01-02T00:00:00Z,WS_PT1H_AVG,5.6
2023-01-02T00:00:00Z,WS_PT1H_MAX,6.5
2023-01-02T00:00:00Z,WS_PT1H_MIN,4.8
2023-01-02T00:00:00Z,WD_PT1H_AVG,282
2023-01-02T00:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T00:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T00:00:00Z,PA_PT1H_AVG,1006.1
2023-01-02T00:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T01:00:00Z,TA_PT1H_AVG,-3.5
2023-01-02T01:00:00Z,TA_PT1H_MAX,-3.3
2023-01-02T01:00:00Z,TA_PT1H_MIN,-3.8
2023-01-02T01:00:00Z,RH_PT1H_AVG,87
2023-01-02T01:00:00Z,WS_PT1H_AVG,5.4
2023-01-02T01:00:00Z,WS_PT1H_MAX,6
2023-01-02T01:00:00Z,WS_PT1H_MIN,4.9
2023-01-02T01:00:00Z,WD_PT1H_AVG,282
2023-01-02T01:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T01:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T01:00:00Z,PA_PT1H_AVG,1007.1
2023-01-02T01:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T02:00:00Z,TA_PT1H_AVG,-3.3
2023-01-02T02:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9ERc9Jdi+VToH5N2UjcaEqrRNKoMs2G0c+8AGpo454TRn
k8CrZIBMY5/7TkhPWWn/pjVS+hxPmO7di2rhhZCD7MSpqbs1/7Oh+m7Yo45dvCQK
5UZrYbT3vkbMWFQQjjJ6/KcOfwayA7SLsCJlkD891n2zZ0MXJy+lQoN/cm7+FfRU
Wgf4z7Jl3nM4mfsUjV/D+k/FeWa4369"
2023-01-02T02:00:00Z,TA_PT1H_MIN,-3.5
2023-01-02T02:00:00Z,RH_PT1H_AVG,87
2023-01-02T02:00:00Z,WS_PT1H_AVG,5.8
2023-01-02T02:00:00Z,WS_PT1H_MAX,6.2
2023-01-02T02:00:00Z,WS_PT1H_MIN,5.2
2023-01-02T02:00:00Z,WD_PT1H_AVG,284
2023-01-02T02:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T02:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T02:00:00Z,PA_PT1H_AVG,1008
2023-01-02T02:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T03:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA3bC/jbGZ+uGY9ZN8LCUOyzGOMgucRSDFfw+2w0GM3cYz
DbHUPENYe1Ky0jDn3aMKyEOoJ1wFOLMPBIbPh+sFvgFSabeQNX0iKp8d0KYH/A3K
cb2jMyA+aMKQXp8bCDqfvm5BUdAAVb+pFAtd9XzhGYVKM4bV1wy5pGapR/fT10SW
iz8d84cYMjWNsg97F2V3srHLphVMs3e"
2023-01-02T03:00:00Z,TA_PT1H_MAX,-2.9
2023-01-02T03:00:00Z,TA_PT1H_MIN,-3.5
2023-01-02T03:00:00Z,RH_PT1H_AVG,86
2023-01-02T03:00:00Z,WS_PT1H_AVG,5
2023-01-02T03:00:00Z,WS_PT1H_MAX,6.2
2023-01-02T03:00:00Z,WS_PT1H_MIN,3.8
2023-01-02T03:00:00Z,WD_PT1H_AVG,279
2023-01-02T03:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T03:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T03:00:00Z,PA_PT1H_AVG,1008.9
2023-01-02T03:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T04:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//YuZJBHPLLfjSpFcJF6402DJVtILQB1YlcHrDNmr8FgJ6
6QONayG7WMllAI44ZBFVc82NOr/csmd+XePClWE7EVQ/ktVWv1ccgXRLLJzk90E1
YKttfuzjHQ4GaJdFAOCoOHmdza9EJrOjzoiaJVVUQ+Y3cjFIBpAW9xwbHm5ddwUe
7AHCfeNphJIcFlod7nOPzD76xpDbpqW"
2023-01-02T04:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9Hg0jrWv+Suic6YaN3ZY2tLSUgfr2T6ltmEm3PsIT4Shj
ufhHz9YJKzA43uWKfHJrv3NNBVpW/xeYGNGvUxsu5j+ADEgIH8jIBgaBvJAdOPVQ
+DoN8j7KuEZM1kCNaTMF+PuTKtb+bm73RStrxRRJDw69WjtmoawLOMMGFmrMK4mJ
DylddGJ8JvQqOoKtXjnGv+11MKRCnvV"
2023-01-02T04:00:00Z,TA_PT1H_MIN,-3.5
2023-01-02T04:00:00Z,RH_PT1H_AVG,85
2023-01-02T04:00:00Z,WS_PT1H_AVG,4.6
2023-01-02T04:00:00Z,WS_PT1H_MAX,5
2023-01-02T04:00:00Z,WS_PT1H_MIN,4.1
2023-01-02T04:00:00Z,WD_PT1H_AVG,278
2023-01-02T04:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T04:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T04:00:00Z,PA_PT1H_AVG,1010
2023-01-02T04:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T05:00:00Z,TA_PT1H_AVG,-3.1
2023-01-02T05:00:00Z,TA_PT1H_MAX,-2.8
2023-01-02T05:00:00Z,TA_PT1H_MIN,-3.7
2023-01-02T05:00:00Z,RH_PT1H_AVG,85
2023-01-02T05:00:00Z,WS_PT1H_AVG,3.5
2023-01-02T05:00:00Z,WS_PT1H_MAX,4.2
2023-01-02T05:00:00Z,WS_PT1H_MIN,3.1
2023-01-02T05:00:00Z,WD_PT1H_AVG,286
2023-01-02T05:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T05:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T05:00:00Z,PA_PT1H_AVG,1010.5
2023-01-02T05:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T06:00:00Z,TA_PT1H_AVG,-3.6
2023-01-02T06:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAt5ny6vskne3ezwvK9BmYyuGSo1J15bJLphqsMxRO8mqh
rY5rG4LitwfyI84mPFgLdnIA5FJOOhDqSrcueggFvcsXkNyOTRdY63qEpAWSLD81
ULiiGjGWIFLpv3zkjzm+B81/l9OHeNUOWGyEKaXaYBDFRfkJ2qarASJgaM5Sf3ol
Vio51x2vdITqDLcJlHac8LLM9qTh3PZ"
2023-01-02T06:00:00Z,TA_PT1H_MIN,-5
2023-01-02T06:00:00Z,RH_PT1H_AVG,85
2023-01-02T06:00:00Z,WS_PT1H_AVG,3.4
2023-01-02T06:00:00Z,WS_PT1H_MAX,4.4
2023-01-02T06:00:00Z,WS_PT1H_MIN,2.2
2023-01-02T06:00:00Z,WD_PT1H_AVG,293
2023-01-02T06:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T06:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T06:00:00Z,PA_PT1H_AVG,1011.1
2023-01-02T06:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T07:00:00Z,TA_PT1H_AVG,-5.7
2023-01-02T07:00:00Z,TA_PT1H_MAX,-3.8
2023-01-02T07:00:00Z,TA_PT1H_MIN,-7.7
2023-01-02T07:00:00Z,RH_PT1H_AVG,92
2023-01-02T07:00:00Z,WS_PT1H_AVG,2.7
2023-01-02T07:00:00Z,WS_PT1H_MAX,3.2
2023-01-02T07:00:00Z,WS_PT1H_MIN,2
2023-01-02T07:00:00Z,WD_PT1H_AVG,289
2023-01-02T07:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T07:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T07:00:00Z,PA_PT1H_AVG,1012
2023-01-02T07:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T08:00:00Z,TA_PT1H_AVG,-5.1
2023-01-02T08:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAxMI+Q9QfHAroiVsNKSb+lxXQ2AjFv9sLR6R6h0jkIsGo
hdcniAMROhInYnqfjbHZre6QbPOqZdpgI5YHwKEbZXn87BmD6XnQ+JZ9ONGqROha
p73GqXvO762nKFcK46Bfwu5g1W901INFqNGGTDnvIj2UL/jNZPTPGli0f5U2pnQa
OfCNdRaAarqCvAKEIpjEETSUygjTrXG"
2023-01-02T08:00:00Z,TA_PT1H_MIN,-8.5
2023-01-02T08:00:00Z,RH_PT1H_AVG,85
2023-01-02T08:00:00Z,WS_PT1H_AVG,4
2023-01-02T08:00:00Z,WS_PT1H_MAX,4.8
2023-01-02T08:00:00Z,WS_PT1H_MIN,3
2023-01-02T08:00:00Z,WD_PT1H_AVG,284
2023-01-02T08:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T08:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T08:00:00Z,PA_PT1H_AVG,1012.6
2023-01-02T08:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T09:00:00Z,TA_PT1H_AVG,-5.5
2023-01-02T09:00:00Z,TA_PT1H_MAX,-4.3
2023-01-02T09:00:00Z,TA_PT1H_MIN,-8.5
2023-01-02T09:00:00Z,RH_PT1H_AVG,90
2023-01-02T09:00:00Z,WS_PT1H_AVG,1.7
2023-01-02T09:00:00Z,WS_PT1H_MAX,3.4
2023-01-02T09:00:00Z,WS_PT1H_MIN,1.2
2023-01-02T09:00:00Z,WD_PT1H_AVG,273
2023-01-02T09:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T09:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T09:00:00Z,PA_PT1H_AVG,1013.6
2023-01-02T09:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T10:00:00Z,TA_PT1H_AVG,-6.7
2023-01-02T10:00:00Z,TA_PT1H_MAX,-5.3
2023-01-02T10:00:00Z,TA_PT1H_MIN,-8
2023-01-02T10:00:00Z,RH_PT1H_AVG,91
2023-01-02T10:00:00Z,WS_PT1H_AVG,1.2
2023-01-02T10:00:00Z,WS_PT1H_MAX,2.3
2023-01-02T10:00:00Z,WS_PT1H_MIN,0.6
2023-01-02T10:00:00Z,WD_PT1H_AVG,296
2023-01-02T10:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T10:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T10:00:00Z,PA_PT1H_AVG,1013.9
2023-01-02T10:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T11:00:00Z,TA_PT1H_AVG,-5.9
2023-01-02T11:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA0lO0sW4K4Pp4NUES6PRUJshld8j8Sqd+V5NToFlB9M0b
oA6b53daVNYHuYx4hsWc0EaLHey1XC6hFCWIlAtvgTMshfle9Sd14e1/O41WLjZI
dCuT1gIM3XlHjWSvz80dXmJEHaGjzSdxQn1OjPYqTQsLwTIR7ZWAaq2SBObW7sR+
2q2D8NEBebvNqulKpPW0uGbrhmxXmw+"
2023-01-02T11:00:00Z,TA_PT1H_MIN,-7.9
2023-01-02T11:00:00Z,RH_PT1H_AVG,89
2023-01-02T11:00:00Z,WS_PT1H_AVG,1.4
2023-01-02T11:00:00Z,WS_PT1H_MAX,1.8
2023-01-02T11:00:00Z,WS_PT1H_MIN,0.7
2023-01-02T11:00:00Z,WD_PT1H_AVG,255
2023-01-02T11:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T11:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T11:00:00Z,PA_PT1H_AVG,1014.2
2023-01-02T11:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T12:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAvYMLRSGW4MAVe95kG8qAlB92Af6WOrXcuWgpKNAIxwfD
JItdshnGQd44RQafHePBvGQe64LaFq/j8udyE06G6PtrMy41LczkaxA1/973RRlp
YWPmm2OgNgRPfDgLJlTAw9oH8qaoQXhGOS7TJayrFwL2qJYLP46dNpjsLYaoLuHA
D4nMvidkbn2Zpp5u7jwEVKGSwmaRkv+"
2023-01-02T12:00:00Z,TA_PT1H_MAX,-5.1
2023-01-02T12:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAqD/vUTWBS+gvLK+0KJVaBchlIy/tZEtyM7FtGCu2KZzi
idgZOLNxT2Gr+q7vjfapeqN7JSJD3BBSAxJpKmtHmnVSg4iqbFpHMtwylj6Pfytq
fjoz36YbtP1nAVysPUs6q/M+T6sRfV2HtKuUj64NKzdg3L7Igv2fC66CwIeV2S1w
DWLmecRaJsOuzFEtaaUDzMWdeZMYSet"
2023-01-02T12:00:00Z,RH_PT1H_AVG,94
2023-01-02T12:00:00Z,WS_PT1H_AVG,1.9
2023-01-02T12:00:00Z,WS_PT1H_MAX,3.2
2023-01-02T12:00:00Z,WS_PT1H_MIN,1.2
2023-01-02T12:00:00Z,WD_PT1H_AVG,223
2023-01-02T12:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T12:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T12:00:00Z,PA_PT1H_AVG,1014.8
2023-01-02T12:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T13:00:00Z,TA_PT1H_AVG,-7.2
2023-01-02T13:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9EhfgtAr/Wi1CTHQMCzIBV4jukEhWQ5gr6sUEGUeFgthY
PRJzSLkiwlIzBfDWF1e3Zle5WptF9Pf7oq9geNm99xARKS4pFZ7yVqSfdnr4Bsea
3OhPLPeSXJrdMAVDHyeofxk32PHhX88SLyywxrGnqQsel9zYygbr0Ke5Wkqssc0q
W71e9j0I46FABvdOEpKbgJBo5HOcWMK"
2023-01-02T13:00:00Z,TA_PT1H_MIN,-9.3
2023-01-02T13:00:00Z,RH_PT1H_AVG,95
2023-01-02T13:00:00Z,WS_PT1H_AVG,1.4
2023-01-02T13:00:00Z,WS_PT1H_MAX,2.2
2023-01-02T13:00:00Z,WS_PT1H_MIN,0.8
2023-01-02T13:00:00Z,WD_PT1H_AVG,236
2023-01-02T13:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T13:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T13:00:00Z,PA_PT1H_AVG,1015.1
2023-01-02T13:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T14:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAA29lS6LW3GKgi+L260kZBM5NmNG4Hr2aVJ6YBFWxUsZg0
DITS5PNGWTBV95Iix0Br7sysLYCg9XLiOi0kOxH2Xesf3t/N8LpUdHhut1XUIz8m
CgFJhZ3nwpy/kkUwzt75PmllZYC6p96rJP5KpVJJYqubIzo7cA68uswtrqPr8Jd3
mxdpW7eWnGq7Mw2s20VdzbtQWwAvrxx"
2023-01-02T14:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAsd9B2A6RZc/30+HxUoP0K0KiwzBGYo2qXT7sHpv91Sp6
ZvkRg/9BBymt5tffA6Lw0mXmB5NCXVj6DiBMEl6w/U6142/ZKK0gHCw/IqDscUtw
Q2q/uM7Zlw7ZEs0ZpMskSh0SNylw36xhXGnm4NJT9jsEDOQEpiHRUATTsV9EOIBo
N3PavECPTy+L4z94vMLQ53drq6tlwVX"
2023-01-02T14:00:00Z,TA_PT1H_MIN,-9.3
2023-01-02T14:00:00Z,RH_PT1H_AVG,97
2023-01-02T14:00:00Z,WS_PT1H_AVG,0.8
2023-01-02T14:00:00Z,WS_PT1H_MAX,1.3
2023-01-02T14:00:00Z,WS_PT1H_MIN,0.4
2023-01-02T14:00:00Z,WD_PT1H_AVG,358
2023-01-02T14:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T14:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T14:00:00Z,PA_PT1H_AVG,1014.7
2023-01-02T14:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T15:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//bn05sUk+giGPtrK7hC0ZEqMiyjkUy3o0cqgMO2IFignN
3NcH8lNovki+cHtaOR/kM8/Y1YOGs1/lIjw/xjd6767TMmDUVBIrGM1ruAWobEoj
RVZyajT2CX0A8SPV3qz3An2W+1pWIoOwjbPMTI+wAi/2zp4NvAwYAGTMmX9Xhqds
1SA2U/HtKfEigi+hBxx+5TeiSg2io8F"
2023-01-02T15:00:00Z,TA_PT1H_MAX,-7.6
2023-01-02T15:00:00Z,TA_PT1H_MIN,-10.5
2023-01-02T15:00:00Z,RH_PT1H_AVG,95
2023-01-02T15:00:00Z,WS_PT1H_AVG,1.3
2023-01-02T15:00:00Z,WS_PT1H_MAX,1.8
2023-01-02T15:00:00Z,WS_PT1H_MIN,0.5
2023-01-02T15:00:00Z,WD_PT1H_AVG,166
2023-01-02T15:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T15:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T15:00:00Z,PA_PT1H_AVG,1014.6
2023-01-02T15:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T16:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//dyfkdYIaJiScAJKMI8UHUcjUgfiH5Ubu2AWd1STl8maH
2YQVmslL5Plae9wv3pG9Sx3WsIMPwz0NyWNv1y8mrX245n+7oKSkg+w8W4UNKRyz
gRCETromnYNMzMLSag9svJleGzWMgEi3bXqYoa+n2RBrfzD+gsgPeMOPaPM+bg3H
DhRQbDb+RnHS4Pp3Cjn1tXHKEdEnZ/U"
2023-01-02T16:00:00Z,TA_PT1H_MAX,-8
2023-01-02T16:00:00Z,TA_PT1H_MIN,-9.5
2023-01-02T16:00:00Z,RH_PT1H_AVG,94
2023-01-02T16:00:00Z,WS_PT1H_AVG,1.2
2023-01-02T16:00:00Z,WS_PT1H_MAX,2
2023-01-02T16:00:00Z,WS_PT1H_MIN,0.8
2023-01-02T16:00:00Z,WD_PT1H_AVG,189
2023-01-02T16:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T16:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T16:00:00Z,PA_PT1H_AVG,1014.5
2023-01-02T16:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T17:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/9E2BW7OGI0hpl/sRphMpPrCTc/N+dGeSZ1AenzVYO9okr
ztBxPfvUKLV7Tk9HIlUn6AZb9R5q2ttLMp6GYnH8GCveRcaKRqeTJJwamHmbP/DQ
rdE6bnmsmQj1vBgPofrflp5R6cmsMnmeqo9t/Fl4njbWw4ex5NNaJeVcjh7LGzab
RkoN65TdAUEkCGaQk4CBoxvgAF+WOfG"
2023-01-02T17:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/6AqkXHtKXdngJhdMIQAWP6sZLePzaUzTTsdTjbGo1csTs
ZXSlkfjnhETZCN+u3+LLNCzYSjlKdDEk6Du5eyd9N7bHT4htSYgfmivdkda10Ken
ytg48KIbMlijkFwwHHJ2Mj+ijc66z+34eDILxSK2N1yWccwspKSdzJN6nRh7U1lp
cTqdDxsY3ALYGm+KvfI0iz/0PrFFcTD"
2023-01-02T17:00:00Z,TA_PT1H_MIN,-9.6
2023-01-02T17:00:00Z,RH_PT1H_AVG,93
2023-01-02T17:00:00Z,WS_PT1H_AVG,1.2
2023-01-02T17:00:00Z,WS_PT1H_MAX,1.9
2023-01-02T17:00:00Z,WS_PT1H_MIN,0.3
2023-01-02T17:00:00Z,WD_PT1H_AVG,132
2023-01-02T17:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T17:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T17:00:00Z,PA_PT1H_AVG,1014.4
2023-01-02T17:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T18:00:00Z,TA_PT1H_AVG,-8.5
2023-01-02T18:00:00Z,TA_PT1H_MAX,-8.2
2023-01-02T18:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAonfrQg2YuTfIGZWzJHzfy0vz83uC2g7hyLus648I21UF
3/ZpbQHXk6JOcjIgde3rjIfH3vruIuAVMcau6oMNlf9Tmr2YiCOX58nk+LDDIX+p
KKoGsrGa6HCPbZlyh29RNtc5CYTlXIv5+I74BB417zDgTDa/bf/8GjNUZLRH0qon
AXJWMF4eDIwjNuilodTjyNM0azky1KS"
2023-01-02T18:00:00Z,RH_PT1H_AVG,93
2023-01-02T18:00:00Z,WS_PT1H_AVG,0.7
2023-01-02T18:00:00Z,WS_PT1H_MAX,1.1
2023-01-02T18:00:00Z,WS_PT1H_MIN,0.3
2023-01-02T18:00:00Z,WD_PT1H_AVG,138
2023-01-02T18:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T18:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T18:00:00Z,PA_PT1H_AVG,1014
2023-01-02T18:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T19:00:00Z,TA_PT1H_AVG,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ/+OxiLnW4XmA5rNT/su2XStJgIJB0F1/H8GlJYUIwol18B
GtKLtWpVFIa5n7QLkNldFd7xviPhZeY7uwgwo2hdwbsXOyxr4fw70BUAmh8g+La4
pN12ROcAWTQ1toXQnGJ+sJFggGszTQA5xO3/ZoEDzw9hgvIwsCt0ZeyPrEgE3k1M
k7A8NLpyuzGv5R046gDcaKi+XjBiVv0"
2023-01-02T19:00:00Z,TA_PT1H_MAX,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAARAAxQmsKRpP0Nt0AoP2I23iPatDCOn9KpRDtF5zlYGucz6o
6nSxuytYlIh8ZR6yLJ5NQKq9+aqgHP4V7k23BRpvWdkcraMSnVk45g9d/jywBjRL
uy6OefInNcRUgGCAQzRN39LCRne7ohQMyNZJiGcCCAH0l7xcbHDW5yCUbr4usQXG
AwDKxB2XsAGkgv/tWIVOJyc8DHfCKwN"
2023-01-02T19:00:00Z,TA_PT1H_MIN,"-----BEGIN PGP MESSAGE-----

hQIMA6lfX7IuZSTAAQ//Rhy/tl6Rwc0xUgHON4pqMhRfp+LkQiySSeZ8newC9n0W
xY7diVlT6vYxzoRYueaLX2jqvbk4jdQuDUYagITYMGS+U48omPK2XEwbvowkgQnS
zM5H6t+H5gJ1VyZM2Z55EpwJLZnYcnlUQtNZGcXvPLbbVvZI3AmECmhvPk+g3O6s
6k09yJW4ef/ZtwN6i2b3gZqLuyXqioR"
2023-01-02T19:00:00Z,RH_PT1H_AVG,93
2023-01-02T19:00:00Z,WS_PT1H_AVG,0.5
2023-01-02T19:00:00Z,WS_PT1H_MAX,0.7
2023-01-02T19:00:00Z,WS_PT1H_MIN,0.2
2023-01-02T19:00:00Z,WD_PT1H_AVG,108
2023-01-02T19:00:00Z,PRA_PT1H_ACC,NaN
2023-01-02T19:00:00Z,PRI_PT1H_MAX,NaN
2023-01-02T19:00:00Z,PA_PT1H_AVG,1013.7
2023-01-02T19:00:00Z,WAWA_PT1H_RANK,NaN
2023-01-02T20:00:00Z,TA_PT1H_AVG,-8.4
2023-01-02T20:00:00Z,TA_PT1H_MAX,-8
2023-01-02T20:00:00Z,TA_PT1H_MIN,-9.2
2023-01-02T20:00:00Z,RH_PT1H_AVG,93
2023-01-02T20:00:00Z,WS_PT1H_AVG,0.6
2023-01-02T20:00:00Z,WS_PT1H_MAX,0.9
2023-01-02T20:00:00Z,WS_PT1H_MIN,0.2
2023-01-02T20:00:00Z,WD_PT1H_AVG,351
2023-01-02T20:00:00Z,PRA_PT1H_ACC,NaN
